clave,var1(t-48),var2(t-48),var3(t-48),var4(t-48),var5(t-48),var6(t-48),var7(t-48),var8(t-48),var9(t-48),obj
3/1/2018 01:00,1727,1025,645,29.98685661204493,0,9.269778412854631,46.125689108096495,workday,0,339
3/1/2018 02:00,1368,531,539,27.446942795315262,0,8.566756715835664,61.97248661640944,workday,0,243
3/1/2018 03:00,1277,1105,558,30.59075415240277,0,8.833036503849158,34.32245555666628,workday,0,294
3/1/2018 04:00,1449,780,624,34.0921194256321,0,9.887833591709652,46.52122124224486,workday,0,285
3/1/2018 05:00,1221,632,498,27.063386501106656,0,8.855633170939791,55.9155042740349,workday,0,235
3/1/2018 06:00,2772,1746,717,27.063452172203277,0,8.83891265392225,49.916987396951185,workday,0,523
3/1/2018 07:00,2817,1490,955,34.316851262029566,0,11.131930136650759,43.9428498016611,workday,0,526
3/1/2018 08:00,2143,1442,939,31.069738916611634,0,6.163191345025469,31.24296193276681,workday,0,452
3/1/2018 09:00,2500,1481,841,26.12210245626019,0,6.496893720810077,57.09154472561487,workday,0,482
3/1/2018 10:00,2501,1503,761,30.17024017434386,0,10.553926719983874,41.21433738194138,workday,0,476
3/1/2018 11:00,1260,929,476,26.14632922875015,0,13.831699574167267,37.37612010286799,workday,0,266
3/1/2018 12:00,1523,815,432,26.137080985718974,0,10.752990900304104,47.00736846991652,workday,0,277
3/1/2018 13:00,1655,936,479,28.96784908626414,0,12.72841759214545,56.41713449295118,workday,0,307
3/1/2018 14:00,1593,933,432,20.346879021368807,0,8.131256772568545,48.239033380405694,workday,0,295
3/1/2018 15:00,2241,1376,818,21.10032866994787,0,7.725837643324364,42.083114696261966,workday,0,443
3/1/2018 16:00,2639,1416,835,25.75084988303611,0,9.913066346492103,46.9840069824028,workday,0,489
3/1/2018 17:00,1928,1718,641,23.948675518662306,0,10.907297919654061,45.94767907241713,workday,0,428
3/1/2018 18:00,2061,1243,738,29.256989330381096,0,6.37689819743529,41.255066918770964,workday,0,404
3/1/2018 19:00,1980,1076,887,24.367903697915157,0,8.573563254340334,45.53806369106402,workday,0,394
3/1/2018 20:00,1271,522,461,22.350785194658833,0,8.945965664711894,38.40571784358823,workday,0,225
3/1/2018 21:00,1511,600,551,33.862595075686215,0,7.642259568629252,37.088086229380714,workday,0,266
3/1/2018 22:00,1478,709,518,27.096894798053857,0,7.875556346908512,49.420363504668295,workday,0,270
3/1/2018 23:00,1806,848,440,28.270112818751695,0,10.686138602118387,41.8443765509494,workday,0,309
4/1/2018 00:00,1194,1112,469,22.301007255146175,0,9.939368962181646,44.79453264232085,workday,0,277
4/1/2018 01:00,1340,972,547,25.82246910189927,0,10.596902843718908,38.82496564076921,workday,0,285
4/1/2018 02:00,1055,870,441,28.443690358839465,0,9.673749380745548,40.464263159837486,workday,0,236
4/1/2018 03:00,1694,667,569,23.39602569031079,0,7.253486646294924,41.13235264695175,workday,0,293
4/1/2018 04:00,909,937,567,29.502792073382686,0,9.846206103678343,40.30172385603941,workday,0,241
4/1/2018 05:00,1174,969,477,25.59744524032478,0,7.095814195244983,41.72112930099291,workday,0,262
4/1/2018 06:00,1953,1544,794,26.833225000826893,0,8.376493321931317,46.579491579497684,workday,0,429
4/1/2018 07:00,2732,1696,833,25.593173551082412,0,6.92750269036355,56.11955053769633,workday,0,526
4/1/2018 08:00,2227,1496,948,35.40911273803575,0,7.778224415858266,51.087273105108785,workday,0,467
4/1/2018 09:00,2347,1568,964,27.946011101048263,0,9.180957694709031,42.32342376686262,workday,0,487
4/1/2018 10:00,2781,1557,702,23.769156284176397,0,8.085018791009357,39.939387634886366,workday,0,504
4/1/2018 11:00,1326,808,498,31.290179648412757,0,7.233675179951042,30.767940337049836,workday,0,263
4/1/2018 12:00,756,720,471,23.11662540011591,0,11.27559494316416,39.61484157131612,workday,0,194
4/1/2018 13:00,1510,1178,555,28.835454380019023,0,8.760816565244282,36.21277991194033,workday,0,324
4/1/2018 14:00,1150,715,421,20.161319504480897,0,7.944143907134151,45.43613259289807,workday,0,228
4/1/2018 15:00,2102,1353,675,22.687255804406277,0,6.835201778596048,58.348597388948974,workday,0,413
4/1/2018 16:00,2145,1290,803,28.787444943476494,0,5.256010229713702,41.8384893427168,workday,0,423
4/1/2018 17:00,2098,1205,699,30.953866319981643,0,8.555905972537758,33.37816984761237,workday,0,400
4/1/2018 18:00,2298,1211,839,28.68547312475988,0,6.243562592960057,43.43203745879487,workday,0,434
4/1/2018 19:00,2291,1156,893,27.53740687044704,0,10.424072918721906,41.47344965530177,workday,0,434
4/1/2018 20:00,1419,740,672,26.795585217642845,0,9.058982389197057,55.08873609561509,workday,0,283
4/1/2018 21:00,1396,893,491,22.08591203853029,0,12.116721558276272,29.921609497640436,workday,0,278
4/1/2018 22:00,1760,1107,515,25.120623166421165,0,9.446148546474264,37.06690577276573,workday,0,338
4/1/2018 23:00,1417,980,441,26.15744491616085,0,7.5466844054807005,51.08796307044592,workday,0,283
5/1/2018 00:00,961,442,504,32.22848890487566,0,5.239984795263101,32.44353114583056,Friday,0,190
5/1/2018 01:00,1171,807,265,29.374473158273844,0,10.613087727483514,49.59030577193748,Friday,0,224
5/1/2018 02:00,1127,603,345,20.947839378549062,0,6.40210347892922,39.677184612755845,Friday,0,207
5/1/2018 03:00,1313,403,254,29.296335877579182,0,8.183710954620476,53.21010910504141,Friday,0,197
5/1/2018 04:00,766,323,115,26.459670878334734,0,12.348176493109827,44.608305447194006,Friday,0,120
5/1/2018 05:00,857,651,292,25.292311998776164,0,10.221966698097454,43.722665469192656,Friday,0,180
5/1/2018 06:00,695,722,201,30.44670515536347,0,9.779730909069881,49.79043582145831,Friday,0,161
5/1/2018 07:00,437,311,471,32.1239980899838,0,10.888644886240218,45.15246211306673,Friday,0,121
5/1/2018 08:00,849,730,436,31.725120476464795,0,10.814099637811056,35.11104624622191,Friday,0,201
5/1/2018 09:00,416,549,392,24.643129907109447,0,12.16189286390834,40.833271309854624,Friday,0,135
5/1/2018 10:00,631,346,365,26.76315049659514,0,7.795641299062263,31.982803160267892,Friday,0,134
5/1/2018 11:00,600,583,390,29.325053725614257,0,8.24663169313847,38.085308970958735,Friday,0,157
5/1/2018 12:00,1122,661,443,31.902180508489437,0,7.1552307418766254,27.889532922518207,Friday,0,222
5/1/2018 13:00,648,793,263,26.08330304861884,0,8.934604727232053,63.70572481975073,Friday,0,170
5/1/2018 14:00,629,701,377,27.25736409334473,0,8.73553454165961,44.789438401080524,Friday,0,170
5/1/2018 15:00,473,671,343,23.574660103975887,0,5.490095525328853,49.26447600465411,Friday,0,148
5/1/2018 16:00,908,468,445,23.215173503677317,0,7.692198485810907,38.318055013748975,Friday,0,182
5/1/2018 17:00,1295,637,190,31.250103289576792,0,11.878233068397932,49.20520650150762,Friday,0,212
5/1/2018 18:00,594,416,411,33.424960114283294,0,9.48841718977417,51.19031864991593,Friday,0,142
5/1/2018 19:00,819,633,255,27.711959513678664,0,10.430797236173426,52.48986511601009,Friday,0,170
5/1/2018 20:00,1250,366,292,32.014131591568095,0,8.758910664298638,44.338994340122056,Friday,0,190
5/1/2018 21:00,840,642,351,29.446544100190536,0,5.225812951604317,53.123475160663176,Friday,0,183
5/1/2018 22:00,1270,734,245,25.419520981579502,0,8.742728156340922,40.13877601321417,Friday,0,224
5/1/2018 23:00,910,538,260,29.445582422033656,0,11.083393115041957,47.993201620667406,Friday,0,170
6/1/2018 00:00,514,537,402,34.15214626586388,0,6.628632417512181,45.38616591156635,Saturday,0,145
6/1/2018 01:00,948,590,458,27.856695843560193,0,10.494077853487275,35.59878834265991,Saturday,0,199
6/1/2018 02:00,681,420,272,34.258574623256024,0,5.596336661414647,30.36146579050095,Saturday,0,137
6/1/2018 03:00,1169,674,341,17.52101958364102,0,9.04038247646466,42.608142858875624,Saturday,0,218
6/1/2018 04:00,1257,400,272,31.287610017500896,0,10.089036900293259,42.63742173861879,Saturday,0,192
6/1/2018 05:00,990,509,399,28.348188272952687,0,8.375774951461215,42.84292340579855,Saturday,0,189
6/1/2018 06:00,1332,526,355,26.80397059813653,0,13.9449430809067,53.39987769532176,Saturday,0,221
6/1/2018 07:00,1131,654,492,28.36704310614201,0,8.013619125822794,56.00954226188671,Saturday,0,227
6/1/2018 08:00,1004,548,217,20.04972434159643,0,7.8431675246435955,50.257714851256964,Saturday,0,176
6/1/2018 09:00,987,402,219,27.121312448649952,0,9.40898408371001,49.69795757227746,Saturday,0,160
6/1/2018 10:00,1003,490,72,29.428450286046985,0,7.490053728325583,44.36064149422494,Saturday,0,156
6/1/2018 11:00,1480,322,289,33.911576178966065,0,6.117324812369377,46.41266761774241,Saturday,0,209
6/1/2018 12:00,603,501,271,25.92691912690541,0,6.804660450155566,48.4365956017032,Saturday,0,137
6/1/2018 13:00,731,525,208,24.76602558842725,0,10.515973519095791,46.120483855066404,Saturday,0,146
6/1/2018 14:00,1034,605,321,25.992971825661854,0,8.39012088224929,49.74039174843104,Saturday,0,196
6/1/2018 15:00,1035,695,174,31.661608470808297,0,12.404041901003852,45.366383872483595,Saturday,0,190
6/1/2018 16:00,1302,790,400,29.315004438638738,0,8.11752750985493,41.03820368974818,Saturday,0,249
6/1/2018 17:00,818,859,426,25.880959184931847,0,10.421020709464596,47.091800602542925,Saturday,0,210
6/1/2018 18:00,526,483,375,30.053069732453423,0,10.021683958923742,43.111972407349185,Saturday,0,138
6/1/2018 19:00,583,705,295,28.388310197392162,0,8.087698385639957,56.618497630368395,Saturday,0,158
6/1/2018 20:00,653,513,259,31.874579962131556,0,7.242382141668181,41.58088300034214,Saturday,0,142
6/1/2018 21:00,469,533,273,25.19178762449059,0,5.536392602148105,67.87767439951068,Saturday,0,127
6/1/2018 22:00,928,378,331,26.68935141360893,0,10.106241559360186,58.117417108045494,Saturday,0,163
6/1/2018 23:00,1503,352,321,26.431567387471368,0,11.39651946510029,35.93916269449209,Saturday,0,217
7/1/2018 00:00,979,549,312,22.145940207471526,0,5.820138656491531,55.01328659307542,holiday,0,184
7/1/2018 01:00,919,475,482,29.184481108258304,0,8.25911013000665,43.99613774665772,holiday,0,187
7/1/2018 02:00,1003,446,436,29.044221088719556,0,7.666163339614503,49.524363333249006,holiday,0,188
7/1/2018 03:00,719,369,272,28.020453826569845,0,10.102738300640416,57.61346875658453,holiday,0,136
7/1/2018 04:00,1258,372,286,27.061651466499413,0,8.342694624094664,38.79989722801463,holiday,0,191
7/1/2018 05:00,753,668,207,22.338517031798343,0,11.645961140835633,41.29285383609532,holiday,0,162
7/1/2018 06:00,1057,339,424,26.317418708938565,0,8.2312136180663,51.02739677907409,holiday,0,182
7/1/2018 07:00,1039,650,333,26.62914193389292,0,6.527233080928191,42.06584365355296,holiday,0,202
7/1/2018 08:00,633,659,373,24.790890923113523,0,8.062389349578375,27.201218357125892,holiday,0,166
7/1/2018 09:00,709,354,321,27.354857153335963,0,8.282770799682494,52.7095871934384,holiday,0,138
7/1/2018 10:00,937,649,252,29.616203427258153,0,10.052199890989323,47.955250765430165,holiday,0,183
7/1/2018 11:00,996,687,107,35.54474360484212,0,8.25296188926903,44.81332402465755,holiday,0,179
