clave,var1(t-72),var2(t-72),var3(t-72),var4(t-72),var5(t-72),var6(t-72),var7(t-72),var8(t-72),var9(t-72),obj
4/1/2018 01:00,4384,2577,1530,30.4901424590337,0,6.839765074307975,51.57785143309824,workday,0,849
4/1/2018 02:00,4487,2706,1597,28.585207096486446,0,7.921406914660562,43.695700701393946,workday,0,879
4/1/2018 03:00,4904,2469,1707,30.94306561430208,0,5.316695759033285,43.96312496241976,workday,0,908
4/1/2018 04:00,4709,2763,1642,33.569089569224076,0,7.722836033535277,39.45327986752301,workday,0,911
4/1/2018 05:00,4365,2421,1632,28.29753987582999,0,8.724185474716476,35.4972881447654,workday,0,841
4/1/2018 06:00,4357,2816,1527,28.29758912915246,0,9.739918538732702,35.174375100509266,workday,0,870
4/1/2018 07:00,8056,4892,2868,33.737638446522176,0,8.497913477276398,40.993598364409365,workday,0,1581
4/1/2018 08:00,8175,4677,2880,31.302304187458727,0,5.134796725827204,44.40936733357703,workday,0,1573
4/1/2018 09:00,7689,4571,2742,27.591576842195146,0,10.704542276459525,31.813031429492597,workday,0,1500
4/1/2018 10:00,8193,4639,2865,30.627680130757895,0,10.872317012748479,56.32425589789142,workday,0,1569
4/1/2018 11:00,4199,2325,1502,27.609746921562614,0,8.225134510541565,37.130504597786114,workday,0,802
4/1/2018 12:00,4484,2899,1540,27.60281073928923,0,6.496116757702691,35.999221763761014,workday,0,892
4/1/2018 13:00,4984,2800,1540,29.725886814698104,0,6.936764127076909,41.80214576317656,workday,0,932
4/1/2018 14:00,4569,2489,1541,23.260159266026605,0,7.59295520456383,25.41038731781773,workday,0,859
4/1/2018 15:00,4446,2738,1531,23.8252465024609,0,8.55733691239532,44.532034632893655,workday,0,871
4/1/2018 16:00,7039,3818,2580,27.313137412277083,0,7.391029436980521,35.06830436948009,workday,0,1343
4/1/2018 17:00,6893,4292,2571,25.961506638996728,0,6.2832249321976485,28.545900153291296,workday,0,1375
4/1/2018 18:00,6955,4313,2468,29.94274199778582,0,10.046019768432874,43.00415830305477,workday,0,1373
4/1/2018 19:00,6995,4042,2596,26.27592777343637,0,8.514571776148202,42.99519718066001,workday,0,1363
4/1/2018 20:00,4532,2978,1407,24.763088895994127,0,5.895255955128103,55.61680368344453,workday,0,891
4/1/2018 21:00,4321,2479,1738,33.39694630676466,0,8.582620912571581,43.25738793330165,workday,0,853
4/1/2018 22:00,4679,2392,1448,28.322671098540393,0,8.323741657558163,43.20531296434836,workday,0,851
4/1/2018 23:00,4159,2905,1756,29.20258461406377,0,6.5638941761112175,42.289131497920515,workday,0,882
5/1/2018 00:00,2859,1386,752,24.72575544135963,0,10.390099519221973,25.0,Friday,0,499
5/1/2018 01:00,3393,2047,1283,27.36685182642445,0,8.269778412854631,42.537769426290716,Friday,0,672
5/1/2018 02:00,2962,1388,1123,29.3327677691296,0,7.566756715835664,41.66081284467834,Friday,0,547
5/1/2018 03:00,2853,2154,1152,25.54701926773309,0,7.833036503849157,40.98683486929245,Friday,0,615
5/1/2018 04:00,3059,1720,1251,30.127094055037016,0,8.887833591709652,36.163223323976794,Friday,0,603
5/1/2018 05:00,2785,1522,1062,27.198083930243584,0,7.855633170939791,45.955339024634426,Friday,0,536
5/1/2018 06:00,3326,2128,813,28.124918750620168,0,7.838912653922249,35.16357991164157,Friday,0,626
5/1/2018 07:00,3381,1787,1171,27.194880163311808,0,10.131930136650759,46.93777956309934,Friday,0,633
5/1/2018 08:00,2571,1723,1147,34.55683455352681,0,5.163191345025469,44.71723183894582,Friday,0,544
5/1/2018 09:00,3000,1775,999,28.9595083257862,0,5.496893720810077,51.81658145137341,Friday,0,577
5/1/2018 10:00,3001,1804,880,25.8268672131323,0,9.553926719983874,38.751856952730186,Friday,0,568
5/1/2018 11:00,2832,1918,1030,31.467634736309567,0,12.831699574167267,51.36033328606355,Friday,0,578
5/1/2018 12:00,3148,1766,964,25.337469050086934,0,9.752990900304104,43.48617954974928,Friday,0,587
5/1/2018 13:00,3306,1928,1033,29.626590785014265,0,11.72841759214545,41.47352502973678,Friday,0,626
5/1/2018 14:00,3232,1924,964,23.120989628360675,0,7.131256772568544,36.02808291341139,Friday,0,612
5/1/2018 15:00,3049,1875,1123,25.015441853304708,0,6.725837643324364,44.76913348100354,Friday,0,604
5/1/2018 16:00,3527,1928,1148,29.590583707607372,0,8.913066346492103,38.66738045252789,Friday,0,660
5/1/2018 17:00,2674,2330,856,31.215399739986232,0,9.907297919654061,41.804865900538076,Friday,0,586
5/1/2018 18:00,2834,1698,1002,29.51410484356991,0,5.37689819743529,47.44191980728162,Friday,0,553
5/1/2018 19:00,2736,1475,1226,28.65305515283528,0,7.573563254340334,41.78487719988567,Friday,0,543
5/1/2018 20:00,2845,1376,1007,28.096688913232132,0,7.945965664711893,44.220627254195485,Friday,0,522
5/1/2018 21:00,3133,1480,1142,24.56443402889772,0,6.642259568629252,52.59549882208884,Friday,0,575
5/1/2018 22:00,3094,1625,1092,26.840467374815873,0,6.875556346908512,45.93976496085517,Friday,0,581
5/1/2018 23:00,3487,1811,975,27.618083687120638,0,9.686138602118387,37.24596688998804,Friday,0,627
6/1/2018 00:00,2753,2162,1018,32.171366678656746,0,8.939368962181646,39.161622987904806,Saturday,0,593
6/1/2018 01:00,2928,1976,1135,30.030854868705383,0,9.596902843718908,42.984977969584435,Saturday,0,603
6/1/2018 02:00,2586,1840,976,23.7108795339118,0,8.673749380745548,56.850925789358264,Saturday,0,540
6/1/2018 03:00,3353,1569,1169,29.972251908184386,0,6.253486646294924,32.65714861208299,Saturday,0,609
6/1/2018 04:00,2411,1929,1166,27.84475315875105,0,8.846206103678343,43.33106858696426,Saturday,0,550
6/1/2018 05:00,2729,1973,1031,26.969233999082125,0,6.095814195244983,51.55106623978054,Saturday,0,573
6/1/2018 06:00,2343,1859,929,30.835028866522602,0,7.376493321931316,46.30236397233229,Saturday,0,513
6/1/2018 07:00,3279,2062,988,32.092998567487854,0,5.92750269036355,41.07499357645346,Saturday,0,632
6/1/2018 08:00,2673,1794,1159,31.793840357348596,0,6.778224415858266,29.96259169117096,Saturday,0,562
6/1/2018 09:00,2817,1891,1184,26.482347430332084,0,8.180957694709031,52.58010163491301,Saturday,0,589
6/1/2018 10:00,3337,1876,791,28.072362872446355,0,7.085018791009357,38.6875452091987,Saturday,0,600
6/1/2018 11:00,2911,1758,1063,29.99379029421069,0,6.233675179951042,35.32910509000949,Saturday,0,573
6/1/2018 12:00,2227,1640,1022,31.926635381367078,0,10.27559494316416,43.75644741117696,Saturday,0,488
6/1/2018 13:00,3132,2251,1148,27.56247728646413,0,7.760816565244281,51.989992681332275,Saturday,0,653
6/1/2018 14:00,2700,1633,947,28.44302307000855,0,6.944143907134151,44.83415420785498,Saturday,0,528
6/1/2018 15:00,2882,1845,908,25.680995077981915,0,5.835201778596048,39.44772535922922,Saturday,0,563
