clave,var1(t-48),var2(t-48),var3(t-48),var4(t-48),var5(t-48),var6(t-48),var7(t-48),var8(t-48),var9(t-48),obj
3/1/2018 1:00,631,448,343,21.49014246,0,8.269778413,41.40711139,workday,0,142
3/1/2018 2:00,487,185,279,19.5852071,0,7.566756716,61.21560827,workday,0,95
3/1/2018 3:00,451,491,291,21.94306561,0,7.833036504,26.65306945,workday,0,123
3/1/2018 4:00,519,318,330,24.56908957,0,8.887833592,41.90152655,workday,0,116
3/1/2018 5:00,428,239,254,19.29753988,0,7.855633171,53.64438034,workday,0,92
3/1/2018 6:00,608,481,155,19.29758913,0,7.838912654,46.14623425,workday,0,124
3/1/2018 7:00,1327,835,648,24.73763845,0,10.13193014,38.67856225,workday,0,281
3/1/2018 8:00,1057,809,638,22.30230419,0,5.163191345,22.80370242,workday,0,250
3/1/2018 9:00,1200,830,579,18.59157684,0,5.496893721,55.11443091,workday,0,260
3/1/2018 10:00,1200,841,532,21.62768013,0,9.55392672,35.26792173,workday,0,257
3/1/2018 11:00,444,397,242,18.60974692,0,12.83169957,30.47015013,workday,0,108
3/1/2018 12:00,549,336,215,18.60281074,0,9.7529909,42.50921059,workday,0,110
3/1/2018 13:00,602,401,243,20.72588681,0,11.72841759,54.27141812,workday,0,124
3/1/2018 14:00,577,399,215,14.26015927,0,7.131256773,44.04879173,workday,0,119
3/1/2018 15:00,516,380,279,14.8252465,0,6.725837643,36.35389337,workday,0,117
3/1/2018 16:00,1175,751,539,18.31313741,0,8.913066346,42.48000873,workday,0,246
3/1/2018 17:00,891,912,422,16.96150664,0,9.90729792,41.18459884,workday,0,222
3/1/2018 18:00,944,659,481,20.942742,0,5.376898197,35.31883365,workday,0,208
3/1/2018 19:00,912,570,570,17.27592777,0,7.573563254,40.67257961,workday,0,205
3/1/2018 20:00,448,180,232,15.7630889,0,7.945965665,31.7571473,workday,0,86
3/1/2018 21:00,544,222,287,24.39694631,0,6.642259569,30.11010779,workday,0,105
3/1/2018 22:00,531,280,267,19.3226711,0,6.875556347,45.52545438,workday,0,107
3/1/2018 23:00,662,354,220,20.20258461,0,9.686138602,36.05547069,workday,0,123
4/1/2018 0:00,417,495,237,15.72575544,0,8.939368962,39.7431658,workday,0,114
4/1/2018 1:00,476,420,284,18.36685183,0,9.596902844,32.28120705,workday,0,118
4/1/2018 2:00,362,366,220,20.33276777,0,8.673749381,34.33032895,workday,0,94
4/1/2018 3:00,617,257,297,16.54701927,0,6.253486646,35.16544081,workday,0,117
4/1/2018 4:00,303,401,296,21.12709406,0,8.846206104,34.12715482,workday,0,100
4/1/2018 5:00,409,419,242,18.19808393,0,6.095814195,35.90141163,workday,0,107
4/1/2018 6:00,281,373,201,19.12491875,0,7.376493322,41.97436447,workday,0,85
4/1/2018 7:00,1293,944,575,18.19488016,0,5.92750269,53.89943817,workday,0,281
4/1/2018 8:00,1091,837,643,25.55683455,0,6.778224416,47.60909138,workday,0,257
4/1/2018 9:00,1139,876,653,19.95950833,0,8.180957695,36.65427971,workday,0,266
4/1/2018 10:00,1312,870,496,16.82686721,0,7.085018791,33.67423454,workday,0,267
4/1/2018 11:00,470,333,255,22.46763474,0,6.23367518,22.20992542,workday,0,105
4/1/2018 12:00,242,286,239,16.33746905,0,10.27559494,33.26855196,workday,0,76
4/1/2018 13:00,544,530,289,20.62659079,0,7.760816565,29.01597489,workday,0,136
4/1/2018 14:00,400,283,209,14.12098963,0,6.944143907,40.54516574,workday,0,89
4/1/2018 15:00,460,368,193,16.01544185,0,5.835201779,56.68574674,workday,0,102
4/1/2018 16:00,978,684,520,20.59058371,0,4.25601023,36.04811168,workday,0,218
4/1/2018 17:00,959,638,457,22.21539974,0,7.555905973,25.47271231,workday,0,205
4/1/2018 18:00,1039,641,541,20.51410484,0,5.243562593,38.04004682,workday,0,222
4/1/2018 19:00,1036,612,574,19.65305515,0,9.424072919,35.59181207,workday,0,222
4/1/2018 20:00,507,296,359,19.09668891,0,8.058982389,52.61092012,workday,0,116
4/1/2018 21:00,498,378,250,15.56443403,0,11.11672156,21.15201187,workday,0,112
4/1/2018 22:00,644,492,265,17.84046737,0,8.446148546,30.08363222,workday,0,140
4/1/2018 23:00,507,424,221,18.61808369,0,6.546684405,47.60995384,workday,0,115
5/1/2018 0:00,324,157,263,23.17136668,0,4.239984795,24.30441393,Friday,0,74
5/1/2018 1:00,408,352,120,21.03085487,0,9.613087727,45.73788221,Friday,0,88
5/1/2018 2:00,390,243,168,14.71087953,0,5.402103479,33.34648077,Friday,0,80
5/1/2018 3:00,465,137,113,20.97225191,0,7.183710955,50.26263638,Friday,0,71
5/1/2018 4:00,246,94,30,18.84475316,0,11.34817649,39.51038181,Friday,0,37
5/1/2018 5:00,283,269,136,17.969234,0,9.221966698,38.40333184,Friday,0,68
5/1/2018 6:00,218,307,81,21.83502887,0,8.779730909,45.98804478,Friday,0,60
5/1/2018 7:00,115,88,243,23.09299857,0,9.888644886,40.19057764,Friday,0,44
5/1/2018 8:00,279,311,223,22.79384036,0,9.814099638,27.63880781,Friday,0,81
5/1/2018 9:00,106,214,196,17.48234743,0,11.16189286,34.79158914,Friday,0,51
5/1/2018 10:00,192,106,180,19.07236287,0,6.795641299,23.72850395,Friday,0,47
5/1/2018 11:00,180,232,195,20.99379029,0,7.246631693,31.35663621,Friday,0,60
5/1/2018 12:00,388,274,226,22.92663538,0,6.155230742,20,Friday,0,88
5/1/2018 13:00,199,345,119,18.56247729,0,7.934604727,63.38215602,Friday,0,66
5/1/2018 14:00,191,295,187,19.44302307,0,7.735534542,39.736798,Friday,0,67
5/1/2018 15:00,129,279,167,16.68099508,0,4.490095525,45.33059501,Friday,0,57
5/1/2018 16:00,303,171,228,16.41138013,0,6.692198486,31.64756877,Friday,0,70
5/1/2018 17:00,458,261,75,22.43757747,0,10.87823307,45.25650813,Friday,0,79
5/1/2018 18:00,177,143,207,24.06872009,0,8.48841719,47.73789831,Friday,0,52
5/1/2018 19:00,267,259,114,19.78396964,0,9.430797236,49.3623314,Friday,0,64
5/1/2018 20:00,440,117,136,23.01059869,0,7.758910664,39.17374293,Friday,0,69
5/1/2018 21:00,276,264,171,21.08490808,0,4.225812952,50.15434395,Friday,0,71
5/1/2018 22:00,448,313,108,18.06464074,0,7.742728156,33.92347002,Friday,0,86
