clave,var1(t-48),var2(t-48),var3(t-48),var4(t-48),var5(t-48),var6(t-48),var7(t-48),var8(t-48),var9(t-48),obj
3/1/2018 01:00,2193,1327,863,26.24,0.0,6.97,68.89,workday,0,438
3/1/2018 02:00,1762,668,703,28.81,0.0,5.65,68.13,workday,0,313
3/1/2018 03:00,1653,1434,732,28.95,0.0,5.3,76.14,workday,0,381
3/1/2018 04:00,1859,1000,831,26.36,0.0,5.3,66.29,workday,0,369
3/1/2018 05:00,1585,802,642,25.6,0.0,3.41,54.69,workday,0,302
3/1/2018 06:00,2126,1408,393,30.31,0.0,8.63,49.87,workday,0,392
3/1/2018 07:00,5581,3107,1941,29.28,0.0,10.93,45.88,workday,0,1062
3/1/2018 08:00,4771,3043,1917,31.32,0.0,5.15,60.68,workday,0,973
3/1/2018 09:00,5200,3095,1769,30.37,0.0,5.7,61.11,workday,0,1006
3/1/2018 10:00,5201,3124,1650,33.13,0.0,7.42,53.99,workday,0,997
3/1/2018 11:00,3632,2398,1310,30.19,0.0,7.97,78.52,workday,0,734
3/1/2018 12:00,3948,2246,1244,28.83,0.0,5.56,68.23,workday,0,743
3/1/2018 13:00,4106,2408,1313,32.63,0.0,5.34,40.4,workday,0,782
3/1/2018 14:00,4032,2404,1244,32.59,0.0,8.34,67.38,workday,0,768
3/1/2018 15:00,3849,2355,1403,31.65,0.0,5.04,56.99,workday,0,760
3/1/2018 16:00,5727,3248,1918,29.84,0.0,10.11,55.39,workday,0,1089
3/1/2018 17:00,4874,3650,1626,33.03,0.0,8.65,42.37,workday,0,1015
3/1/2018 18:00,5034,3018,1772,30.84,0.0,9.22,53.23,workday,0,982
3/1/2018 19:00,4936,2795,1996,27.58,0.0,4.74,77.45,workday,0,972
3/1/2018 20:00,1645,656,587,24.23,0.0,7.46,72.65,workday,0,288
3/1/2018 21:00,1933,760,722,23.8,0.0,4.34,68.51,workday,0,341
3/1/2018 22:00,1894,905,672,22.01,0.0,8.03,76.5,workday,0,347
3/1/2018 23:00,2287,1091,555,24.82,0.0,6.54,78.03,workday,0,393
4/1/2018 00:00,1553,1442,598,23.39,0.0,8.31,72.89,workday,0,359
4/1/2018 01:00,1728,1256,715,24.91,0.0,2.07,82.52,workday,0,369
4/1/2018 02:00,1386,1120,556,27.05,0.0,5.55,70.7,workday,0,306
4/1/2018 03:00,2153,849,749,25.23,0.0,5.67,54.1,workday,0,375
4/1/2018 04:00,1211,1209,746,25.89,0.0,5.22,81.82,workday,0,316
4/1/2018 05:00,1529,1253,611,22.98,0.0,7.37,65.99,workday,0,339
4/1/2018 06:00,1143,1139,509,32.99,0.0,9.03,54.7,workday,0,279
4/1/2018 07:00,5479,3382,1758,32.29,0.0,6.6,69.69,workday,0,1061
4/1/2018 08:00,4873,3114,1929,31.02,0.0,5.07,56.08,workday,0,991
4/1/2018 09:00,5017,3211,1954,32.89,0.0,8.01,62.61,workday,0,1018
4/1/2018 10:00,5537,3196,1561,31.3,0.0,7.16,45.85,workday,0,1029
4/1/2018 11:00,3711,2238,1343,30.97,0.0,7.68,51.98,workday,0,729
4/1/2018 12:00,3027,2120,1302,33.21,0.0,8.35,78.86,workday,0,644
4/1/2018 13:00,3932,2731,1428,32.77,0.0,4.16,59.26,workday,0,809
4/1/2018 14:00,3500,2113,1227,31.92,0.0,12.93,60.6,workday,0,684
4/1/2018 15:00,3682,2325,1188,31.42,0.0,7.93,63.02,workday,0,719
4/1/2018 16:00,5134,3080,1870,28.49,0.0,9.5,71.43,workday,0,1008
4/1/2018 17:00,5077,2966,1714,34.37,0.0,10.81,50.91,workday,0,975
4/1/2018 18:00,5317,2974,1924,27.79,0.0,12.38,65.87,workday,0,1021
4/1/2018 19:00,5309,2902,2005,22.52,0.0,6.15,65.47,workday,0,1021
4/1/2018 20:00,1823,946,904,23.74,0.0,6.1,57.59,workday,0,367
4/1/2018 21:00,1796,1151,632,22.34,0.0,4.62,73.79,workday,0,357
4/1/2018 22:00,2232,1436,668,28.87,0.0,5.52,63.73,workday,0,433
4/1/2018 23:00,1821,1266,557,27.03,0.0,6.34,60.15,workday,0,364
5/1/2018 00:00,1274,589,703,28.27,0.0,6.28,57.14,Friday,0,256
5/1/2018 01:00,1525,1076,346,25.65,0.0,4.14,76.25,Friday,0,294
5/1/2018 02:00,1472,804,465,21.7,0.0,6.45,74.18,Friday,0,274
5/1/2018 03:00,1696,537,329,25.63,0.0,4.98,72.77,Friday,0,256
5/1/2018 04:00,1039,431,121,25.58,0.0,4.93,72.34,Friday,0,159
5/1/2018 05:00,1149,868,386,29.66,0.0,4.21,73.79,Friday,0,240
5/1/2018 06:00,954,962,249,33.97,0.0,9.57,50.25,Friday,0,216
5/1/2018 07:00,645,415,654,35.48,0.0,9.93,51.79,Friday,0,171
5/1/2018 08:00,1139,974,602,33.24,0.0,11.79,68.22,Friday,0,271
5/1/2018 09:00,620,732,535,31.26,0.0,6.22,52.46,Friday,0,188
5/1/2018 10:00,2177,1242,950,29.55,0.0,8.68,59.23,Friday,0,436
5/1/2018 11:00,2141,1557,987,32.83,0.0,8.03,68.27,Friday,0,468
5/1/2018 12:00,2766,1661,1067,36.36,0.0,13.44,57.35,Friday,0,549
5/1/2018 13:00,2197,1837,798,33.88,0.0,5.86,51.43,Friday,0,483
5/1/2018 14:00,2175,1714,968,33.45,0.0,9.43,57.77,Friday,0,485
5/1/2018 15:00,1988,1674,917,33.42,0.0,6.31,59.27,Friday,0,457
5/1/2018 16:00,2509,1404,1071,27.46,0.0,9.71,55.53,Friday,0,498
5/1/2018 17:00,2974,1629,687,32.64,0.0,8.35,47.54,Friday,0,529
5/1/2018 18:00,2133,1334,1019,33.16,0.0,8.31,51.16,Friday,0,448
5/1/2018 19:00,1102,844,330,25.15,0.0,6.54,60.86,Friday,0,227
5/1/2018 20:00,1620,489,386,26.4,0.0,7.58,78.66,Friday,0,249
5/1/2018 21:00,1128,857,474,21.56,0.0,6.77,62.5,Friday,0,245
5/1/2018 22:00,1644,979,315,26.28,0.0,11.78,74.12,Friday,0,293
5/1/2018 23:00,1213,718,338,26.43,0.0,7.43,79.08,Friday,0,226
6/1/2018 00:00,737,716,551,26.63,0.0,7.14,67.48,Saturday,0,200
6/1/2018 01:00,1257,787,635,23.07,0.0,5.27,68.11,Saturday,0,267
6/1/2018 02:00,938,561,355,25.2,0.0,3.2,88.52,Saturday,0,185
6/1/2018 03:00,1523,899,459,26.72,0.0,5.29,57.1,Saturday,0,288
6/1/2018 04:00,1628,534,356,27.72,0.0,4.38,70.51,Saturday,0,251
6/1/2018 05:00,1308,679,547,23.21,0.0,4.9,75.44,Saturday,0,253
6/1/2018 06:00,1718,701,481,32.65,0.0,6.7,60.46,Saturday,0,290
6/1/2018 07:00,1478,872,685,38.43,0.0,3.95,66.34,Saturday,0,303
6/1/2018 08:00,1325,730,274,32.56,0.0,9.7,53.38,Saturday,0,232
6/1/2018 09:00,1305,536,276,29.62,0.0,9.01,58.85,Saturday,0,211
6/1/2018 10:00,2624,1433,511,34.6,0.0,7.33,48.0,Saturday,0,456
6/1/2018 11:00,3196,1209,836,30.58,0.0,11.53,53.47,Saturday,0,524
6/1/2018 12:00,2143,1448,809,33.21,0.0,9.84,47.39,Saturday,0,440
6/1/2018 13:00,2298,1480,715,38.37,0.0,4.96,70.32,Saturday,0,449
6/1/2018 14:00,2661,1587,884,30.55,0.0,6.58,72.67,Saturday,0,513
6/1/2018 15:00,2662,1706,664,33.33,0.0,6.15,67.75,Saturday,0,503
6/1/2018 16:00,2982,1834,1003,31.82,0.0,5.95,30.0,Saturday,0,581
6/1/2018 17:00,2402,1925,1042,31.24,0.0,11.26,47.52,Saturday,0,536
6/1/2018 18:00,2051,1424,965,27.71,0.0,8.26,55.6,Saturday,0,444
6/1/2018 19:00,819,940,390,28.6,0.0,7.74,58.51,Saturday,0,214
6/1/2018 20:00,904,684,336,25.03,0.0,6.69,62.15,Saturday,0,192
6/1/2018 21:00,683,711,357,25.5,0.0,6.1,65.2,Saturday,0,175
6/1/2018 22:00,1234,504,444,24.04,0.0,6.99,70.91,Saturday,0,218
6/1/2018 23:00,1924,470,429,28.97,0.0,9.2,60.1,Saturday,0,282
7/1/2018 00:00,1295,733,416,20.12,0.0,6.88,68.79,holiday,0,244
7/1/2018 01:00,1223,634,671,25.7,0.0,5.69,65.02,holiday,0,252
7/1/2018 02:00,1324,595,601,23.77,0.0,7.27,65.29,holiday,0,252
7/1/2018 03:00,982,493,356,25.89,0.0,7.35,64.46,holiday,0,183
7/1/2018 04:00,1630,496,377,25.77,0.0,6.94,76.5,holiday,0,250
7/1/2018 05:00,1024,891,258,22.93,0.0,7.12,65.52,holiday,0,217
7/1/2018 06:00,1389,453,583,33.83,0.0,8.23,59.79,holiday,0,242
7/1/2018 07:00,1367,866,447,35.83,0.0,9.09,54.08,holiday,0,268
7/1/2018 08:00,880,879,508,31.39,0.0,10.2,57.82,holiday,0,226
