clave,var1(t-24),var2(t-24),var3(t-24),var4(t-24),var5(t-24),var6(t-24),var7(t-24),var8(t-24),var9(t-24),obj
2/1/2018 01:00,1428,1076,610,25.49,0.0,5.97,63.62,workday,0,311
2/1/2018 02:00,1086,940,451,28.57,0.0,4.65,62.66,workday,0,247
2/1/2018 03:00,1853,669,644,28.74,0.0,4.3,72.67,workday,0,316
2/1/2018 04:00,911,1029,641,25.63,0.0,4.3,60.37,workday,0,258
2/1/2018 05:00,1229,1073,506,24.73,0.0,2.41,45.87,workday,0,280
2/1/2018 06:00,843,959,404,30.75,0.0,7.63,44.87,workday,0,220
2/1/2018 07:00,5279,3262,1688,29.37,0.0,9.93,40.88,workday,0,1022
2/1/2018 08:00,4673,2994,1859,32.1,0.0,4.15,55.68,workday,0,952
2/1/2018 09:00,4817,3091,1884,30.82,0.0,4.7,56.11,workday,0,979
2/1/2018 10:00,5337,3076,1491,34.5,0.0,6.42,48.99,workday,0,990
2/1/2018 11:00,3411,2058,1238,30.59,0.0,6.97,73.52,workday,0,670
2/1/2018 12:00,2727,1940,1197,28.77,0.0,4.56,63.23,workday,0,586
2/1/2018 13:00,3632,2551,1323,33.84,0.0,4.34,35.4,workday,0,750
2/1/2018 14:00,3200,1933,1122,33.79,0.0,7.34,62.38,workday,0,625
2/1/2018 15:00,3382,2145,1083,32.54,0.0,4.04,51.99,workday,0,661
2/1/2018 16:00,4934,2960,1800,30.12,0.0,9.11,50.39,workday,0,969
2/1/2018 17:00,4877,2846,1644,34.37,0.0,7.65,37.37,workday,0,936
2/1/2018 18:00,5117,2854,1854,31.46,0.0,8.22,48.23,workday,0,982
2/1/2018 19:00,5109,2782,1935,27.09,0.0,3.74,74.31,workday,0,982
2/1/2018 20:00,1523,766,799,23.07,0.0,6.46,68.31,workday,0,308
2/1/2018 21:00,1496,971,527,22.56,0.0,3.34,63.14,workday,0,299
2/1/2018 22:00,1932,1256,563,20.41,0.0,7.03,73.13,workday,0,375
2/1/2018 23:00,1521,1086,452,23.78,0.0,5.54,75.04,workday,0,305
3/1/2018 00:00,1574,769,808,22.06,0.0,7.31,68.61,workday,0,315
3/1/2018 01:00,1825,1256,451,23.89,0.0,2.0,80.65,workday,0,353
3/1/2018 02:00,1772,984,570,26.47,0.0,4.55,65.87,workday,0,332
3/1/2018 03:00,1996,717,434,24.28,0.0,4.67,45.12,workday,0,314
3/1/2018 04:00,1339,611,226,25.07,0.0,4.22,79.78,workday,0,217
3/1/2018 05:00,1449,1048,491,21.57,0.0,6.37,59.98,workday,0,298
3/1/2018 06:00,1254,1142,354,34.32,0.0,8.03,49.7,workday,0,275
3/1/2018 07:00,4445,2695,1984,33.39,0.0,5.6,64.69,workday,0,912
3/1/2018 08:00,4939,3254,1932,31.69,0.0,4.07,51.08,workday,0,1012
3/1/2018 09:00,4420,3012,1865,34.18,0.0,7.01,57.61,workday,0,929
3/1/2018 10:00,4677,2742,1825,32.06,0.0,6.16,40.85,workday,0,924
3/1/2018 11:00,3141,2157,1337,31.63,0.0,6.68,46.98,workday,0,663
3/1/2018 12:00,3766,2261,1417,34.62,0.0,7.35,73.86,workday,0,744
3/1/2018 13:00,3197,2437,1148,34.03,0.0,3.16,54.26,workday,0,678
3/1/2018 14:00,3175,2314,1318,32.89,0.0,11.93,55.6,workday,0,680
3/1/2018 15:00,2988,2274,1267,32.23,0.0,6.93,58.02,workday,0,652
3/1/2018 16:00,5009,2904,1946,28.33,0.0,8.5,66.43,workday,0,985
3/1/2018 17:00,5474,3129,1562,36.16,0.0,9.81,45.91,workday,0,1016
3/1/2018 18:00,4633,2834,1894,27.39,0.0,11.38,60.87,workday,0,936
3/1/2018 19:00,4902,3124,1660,21.03,0.0,5.15,59.34,workday,0,968
3/1/2018 20:00,1920,669,491,22.49,0.0,5.1,49.49,workday,0,308
3/1/2018 21:00,1428,1037,579,20.81,0.0,3.62,69.74,workday,0,304
3/1/2018 22:00,1944,1159,420,28.65,0.0,4.52,57.17,workday,0,352
3/1/2018 23:00,1513,898,443,26.44,0.0,5.34,52.69,workday,0,285
4/1/2018 00:00,1037,896,656,27.92,0.0,5.28,48.93,workday,0,258
4/1/2018 01:00,1557,967,740,24.78,0.0,3.14,72.82,workday,0,326
4/1/2018 02:00,1238,741,460,20.04,0.0,5.45,70.22,workday,0,243
4/1/2018 03:00,1823,1079,564,24.75,0.0,3.98,68.46,workday,0,346
4/1/2018 04:00,1928,714,461,24.7,0.0,3.93,67.93,workday,0,310
4/1/2018 05:00,1608,859,652,29.6,0.0,3.21,69.74,workday,0,311
4/1/2018 06:00,2018,881,586,35.63,0.0,8.57,45.25,workday,0,348
4/1/2018 07:00,5278,3152,2015,37.63,0.0,8.93,46.79,workday,0,1044
4/1/2018 08:00,5125,3010,1604,34.65,0.0,10.79,63.22,workday,0,973
4/1/2018 09:00,5105,2816,1606,32.02,0.0,5.22,47.46,workday,0,952
4/1/2018 10:00,5124,2933,1386,29.74,0.0,7.68,54.23,workday,0,944
4/1/2018 11:00,4196,1809,1186,34.11,0.0,7.03,63.27,workday,0,719
4/1/2018 12:00,3143,2048,1159,38.81,0.0,12.44,52.35,workday,0,635
4/1/2018 13:00,3298,2080,1065,35.5,0.0,4.86,46.43,workday,0,644
4/1/2018 14:00,3661,2187,1234,34.93,0.0,8.43,52.77,workday,0,708
4/1/2018 15:00,3662,2306,1014,34.89,0.0,5.31,54.27,workday,0,698
4/1/2018 16:00,5482,3334,1878,26.94,0.0,8.71,50.53,workday,0,1069
4/1/2018 17:00,4902,3425,1917,33.86,0.0,7.35,42.54,workday,0,1024
4/1/2018 18:00,4551,2924,1840,34.54,0.0,7.31,46.16,workday,0,931
4/1/2018 19:00,4619,3220,1720,24.17,0.0,5.54,53.57,workday,0,955
4/1/2018 20:00,1204,864,441,25.68,0.0,6.58,75.83,workday,0,250
4/1/2018 21:00,983,891,462,19.87,0.0,5.77,55.62,workday,0,233
4/1/2018 22:00,1534,684,549,25.54,0.0,10.78,70.15,workday,0,276
4/1/2018 23:00,2224,650,534,25.71,0.0,6.43,76.36,workday,0,340
5/1/2018 00:00,1095,613,346,25.95,0.0,6.14,61.85,Friday,0,205
5/1/2018 01:00,1023,514,601,21.68,0.0,4.27,62.63,Friday,0,213
5/1/2018 02:00,1124,475,531,24.25,0.0,2.2,88.15,Friday,0,213
5/1/2018 03:00,782,373,286,26.06,0.0,4.29,48.87,Friday,0,144
5/1/2018 04:00,1430,376,307,27.27,0.0,3.38,65.64,Friday,0,211
5/1/2018 05:00,824,771,188,21.85,0.0,3.9,71.8,Friday,0,178
5/1/2018 06:00,1189,333,513,33.87,0.0,5.7,55.46,Friday,0,203
5/1/2018 07:00,1167,746,377,41.58,0.0,2.95,61.34,Friday,0,229
5/1/2018 08:00,680,759,438,33.75,0.0,8.7,48.38,Friday,0,187
5/1/2018 09:00,771,352,360,29.83,0.0,8.01,53.85,Friday,0,148
5/1/2018 10:00,2244,1466,676,36.46,0.0,6.33,43.0,Friday,0,438
5/1/2018 11:00,2315,1516,458,31.1,0.0,10.53,48.47,Friday,0,428
5/1/2018 12:00,1501,1355,812,34.62,0.0,8.84,42.39,Friday,0,366
5/1/2018 13:00,2011,1024,1043,41.49,0.0,3.96,65.32,Friday,0,407
5/1/2018 14:00,2220,1342,695,31.06,0.0,5.58,67.67,Friday,0,425
5/1/2018 15:00,2154,1265,975,34.78,0.0,5.15,62.75,Friday,0,439
5/1/2018 16:00,2944,1162,933,32.76,0.0,4.95,30.0,Friday,0,503
5/1/2018 17:00,2683,1154,685,31.99,0.0,10.26,42.52,Friday,0,452
5/1/2018 18:00,1841,1201,639,27.28,0.0,7.26,50.6,Friday,0,368
5/1/2018 19:00,934,344,440,28.32,0.0,6.74,50.64,Friday,0,171
5/1/2018 20:00,1252,513,189,24.03,0.0,5.69,55.18,Friday,0,195
